0.2066	1.252233208	1.985916564
0.210895083	1.288605017	1.975347792
0.215279458	1.320539863	1.965977779
0.219754982	1.348883362	1.958537185
0.224323549	1.374628429	1.953474799
0.228987094	1.398826114	1.950920549
0.23374759	1.422485501	1.950679794
0.238607055	1.44647562	1.952262268
0.243567544	1.471443129	1.954942728
0.248631159	1.497756689	1.957844209
0.253800044	1.525483411	1.960031123
0.259076386	1.554396291	1.960599229
0.26446242	1.584006393	1.95875241
0.269960426	1.613610812	1.95386084
0.275572732	1.642347331	1.94549986
0.281301715	1.669248583	1.933472781
0.2871498	1.693291661	1.917823213
0.293119462	1.71344306	1.898843489
0.29921323	1.728703166	1.877084702
0.305433684	1.738158646	1.853370482
0.311783457	1.741053695	1.828810249
0.318265237	1.73689001	1.804798493
0.32488177	1.725557795	1.782976523
0.331635856	1.70748408	1.765126293
0.338530356	1.68376051	1.752969357
0.345568188	1.656186961	1.747866314
0.352752332	1.627155639	1.750458228
0.360085829	1.599326336	1.760351216
0.367571786	1.57512082	1.775982617
0.37521337	1.556166255	1.794774542
0.383013819	1.542873299	1.813569301
0.390976433	1.53428803	1.829216179
0.399104586	1.528235639	1.839129272
0.407401718	1.521666028	1.841684565
0.415871341	1.511076211	1.836416515
0.424517043	1.492912261	1.824046326
0.433342484	1.463903818	1.806403611
0.4423514	1.421328741	1.786300322
0.451547605	1.363237223	1.767395654
0.460934994	1.288685306	1.754057295
0.470517541	1.198031282	1.751171983
0.480299302	1.09330562	1.763784716
0.490284421	0.978523166	1.796397997
0.500477123	0.859575064	1.851891923
0.510881726	0.743288882	1.930467715
0.521502634	0.635790656	2.029415843
0.532344343	0.54109335	2.144082909
0.543411445	0.460739155	2.269391063
0.554708625	0.394373918	2.400972842
0.566240666	0.340593025	2.535599919
0.578012451	0.297605603	2.671127755
0.590028964	0.263621057	2.806256887
0.602295292	0.237028009	2.940283309
0.61481663	0.216453835	3.07289809
0.627598279	0.200765475	3.204042941
0.640645649	0.189045342	3.33381143
0.653964267	0.180559281	3.462383428
0.66755977	0.174724391	3.589982618
0.681437915	0.171079979	3.716849636
0.695604578	0.169262728	3.843225689
0.710065756	0.168986132	3.969343096
0.724827574	0.170023837	4.095420338
0.73989628	0.172196354	4.221659993
0.755278255	0.175360582	4.348248437
0.770980012	0.179401637	4.475356583
0.787008198	0.184226512	4.603141181
0.8033696	0.189759203	4.731746355
0.820071146	0.195936969	4.861305208
0.837119906	0.202707475	4.991941357
0.854523099	0.210026622	5.123770363
0.872288093	0.217856883	5.25690101
0.89042241	0.226166054	5.391436431
0.908933728	0.234926294	5.527475099
0.927829885	0.244113394	5.665111665
0.947118881	0.253706232	5.804437694
0.966808882	0.263686345	5.945542278
0.986908227	0.274037609	6.088512566
1.007425424	0.284745995	6.233434214
1.028369161	0.295799382	6.38039176
1.049748305	0.30718741	6.529468952
1.071571907	0.318901374	6.680749021
1.093849209	0.330934142	6.834314908
1.116589641	0.343280083	6.99024947
1.139802833	0.355935028	7.148635645
1.163498612	0.368896223	7.309556594
1.187687011	0.382162307	7.473095828
1.212378272	0.395733287	7.63933731
1.237582849	0.409610522	7.808365552
1.263311413	0.423796707	7.980265689
1.289574857	0.438295869	8.155123553
1.316384302	0.453113354	8.333025727
1.343751098	0.468255825	8.514059609
1.371686833	0.483731256	8.698313453
1.400203333	0.499548932	8.885876415
1.429312674	0.515719447	9.076838595
1.45902718	0.5322547	9.271291073
1.489359431	0.549167906	9.469325946
1.520322271	0.566473588	9.671036358
1.551928808	0.584187588	9.876516538
1.584192425	0.602327069	10.08586183
1.617126783	0.620910525	10.2991687
1.650745825	0.639957786	10.51653483
1.685063785	0.65949003	10.73805907
1.720095194	0.679529796	10.96384152
1.755854884	0.700100994	11.19398353
1.792357996	0.721228925	11.42858776
1.829619984	0.742940299	11.66775818
1.867656625	0.765263253	11.91160013
1.906484023	0.788227375	12.1602203
1.946118619	0.811863727	12.41372683
1.986577193	0.836204876	12.67222929
2.027876875	0.861284925	12.93583869
2.070035151	0.887139538	13.20466759
2.113069871	0.913805986	13.47883005
2.156999256	0.941323178	13.7584417
2.201841905	0.969731703	14.04361975
2.247616804	0.99907388	14.33448303
2.294343334	1.029393796	14.631152
2.342041279	1.060737362	14.9337488
2.390730835	1.093152366	15.24239726
2.440432615	1.126688525	15.55722291
2.491167664	1.161397547	15.87835304
2.542957462	1.197333194	16.2059167
2.595823938	1.234551345	16.54004468
2.649789474	1.273110064	16.88086962
2.70487692	1.313069677	17.22852594
2.761109598	1.354492838	17.58314989
2.818511318	1.397444616	17.94487957
2.877106384	1.44199257	18.31385492
2.936919604	1.488206836	18.69021773
2.997976303	1.536160215	19.07411165
3.060302332	1.585928262	19.46568222
3.12392408	1.637589381	19.86507679
3.188868484	1.691224924	20.27244461
3.255163041	1.746919289	20.68793673
3.322835819	1.804760024	21.11170607
3.391915472	1.864837934	21.54390734
3.462431247	1.927247191	21.98469706
3.534413001	1.992085446	22.43423351
3.607891209	2.059453947	22.89267672
3.682896983	2.129457653	23.3601884
3.759462079	2.202205359	23.83693195
3.837618916	2.277809819	24.32307238
3.917400583	2.356387871	24.81877625
3.998840861	2.438060571	25.32421164
4.08197423	2.522953315	25.83954806
4.16683589	2.611195982	26.36495641
4.25346177	2.702923063	26.90060885
4.341888547	2.798273801	27.44667876
4.432153661	2.897392328	28.00334063
4.524295329	3.000427804	28.57076994
4.618352565	3.107534559	29.14914309
4.71436519	3.218872234	29.73863723
4.812373858	3.33460592	30.33943015
4.912420063	3.454906301	30.95170015
5.014546166	3.579949795	31.57562587
5.118795406	3.709918691	32.21138617
5.225211921	3.84500129	32.85915989
5.333840769	3.985392036	33.51912573
5.444727941	4.131291656	34.19146202
5.557920388	4.282907281	34.87634652
5.673466033	4.44045258	35.57395623
5.7914138	4.604147874	36.28446709
5.911813626	4.774220257	37.00805381
6.034716488	4.950903698	37.74488956
6.160174423	5.134439152	38.49514575
6.288240549	5.325074644	39.25899169
6.418969089	5.523065358	40.0365943
6.552415392	5.728673713	40.82811785
6.688635959	5.942169419	41.63372359
6.827688466	6.163829533	42.45356939
6.969631786	6.393938493	43.28780945
7.114526018	6.632788137	44.13659389
7.262432509	6.880677714	45.00006836
7.413413883	7.137913863	45.87837369
7.567534063	7.40481059	46.77164546
7.724858305	7.681689207	47.68001357
7.885453218	7.968878265	48.60360184
8.049386798	8.266713453	49.54252757
8.216728453	8.575537475	50.49690105
8.387549035	8.895699902	51.46682519
8.561920869	9.227556996	52.45239495
8.739917783	9.571471502	53.45369697
8.92161514	9.927812414	54.47080905
9.107089869	10.2969547	55.50379968
9.296420502	10.67927901	56.55272755
9.489687198	11.07517133	57.61764114
9.686971786	11.48502261	58.69857818
9.888357796	11.90922836	59.79556523
10.09393049	12.34818819	60.90861721
10.30377692	12.80230534	62.03773697
10.51798592	13.27198615	63.18291487
10.73664818	13.75763948	64.34412835
10.9598563	14.25967614	65.52134156
11.18770477	14.7785082	66.71450498
11.42029007	15.31454836	67.92355514
11.65771067	15.8682092	69.14841423
11.9000671	16.43990241	70.38898992
12.14746196	17.03003802	71.64517507
12.4		17.63902359	72.91684758
